customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchase,payment_method,frequency_of_purchase
622,51,Male,Sunglasses,Accessories,126,Kansas,S,Red,Fall,4.4,TRUE,Store Pickup,TRUE,TRUE,45,Credit Card,Weekly
623,69,Male,Socks,Clothing,151,Georgia,S,Peach,Spring,4,TRUE,Next Day Air,TRUE,TRUE,44,Bank Transfer,Fortnightly
624,19,Male,Shoes,Footwear,144,Nevada,M,White,Fall,4.7,TRUE,Standard,TRUE,TRUE,48,PayPal,Bi-Weekly
625,55,Male,Pants,Clothing,56,South Carolina,XL,Pink,Fall,3.4,TRUE,Express,TRUE,TRUE,21,PayPal,Annually
626,49,Male,Jewelry,Accessories,158,Delaware,M,Red,Fall,4,TRUE,Next Day Air,TRUE,TRUE,1,Venmo,Weekly
627,31,Male,Sunglasses,Accessories,44,New Hampshire,M,Indigo,Spring,3.9,TRUE,Standard,TRUE,TRUE,10,Venmo,Annually
628,42,Male,Sandals,Footwear,76,Oregon,L,Black,Winter,4.1,TRUE,Express,TRUE,TRUE,24,PayPal,Monthly
629,69,Male,Sweater,Clothing,171,Massachusetts,M,White,Fall,3.7,TRUE,2-Day Shipping,TRUE,TRUE,29,Credit Card,Monthly
630,26,Male,Shoes,Footwear,28,Vermont,L,Beige,Spring,4.7,TRUE,Standard,TRUE,TRUE,11,Debit Card,Annually
631,41,Male,Jewelry,Accessories,74,Mississippi,S,Silver,Fall,4.3,TRUE,2-Day Shipping,TRUE,TRUE,33,Debit Card,Annually
632,55,Male,Boots,Footwear,68,Washington,S,Violet,Summer,4.1,TRUE,Store Pickup,TRUE,TRUE,27,Cash,Fortnightly
633,35,Male,Backpack,Accessories,121,Wyoming,M,Red,Winter,3.9,TRUE,Next Day Air,TRUE,TRUE,19,Venmo,Fortnightly
634,66,Male,Sandals,Footwear,70,Minnesota,M,Orange,Spring,2.9,TRUE,Express,TRUE,TRUE,50,Debit Card,Quarterly
635,36,Male,Sneakers,Footwear,119,Ohio,M,Teal,Summer,3.9,TRUE,Standard,TRUE,TRUE,46,PayPal,Weekly
636,27,Male,Hoodie,Clothing,93,South Carolina,M,Brown,Fall,4.3,TRUE,2-Day Shipping,TRUE,TRUE,28,Cash,Quarterly
637,41,Male,Handbag,Accessories,94,Wisconsin,M,Indigo,Summer,2.8,TRUE,Store Pickup,TRUE,TRUE,14,Bank Transfer,Every 3 Months
638,21,Male,Sweater,Clothing,116,Tennessee,M,Cyan,Winter,3.4,TRUE,2-Day Shipping,TRUE,TRUE,46,Cash,Fortnightly
639,53,Male,Sandals,Footwear,53,Maryland,S,Blue,Summer,2.7,TRUE,Express,TRUE,TRUE,41,PayPal,Monthly
640,54,Male,Dress,Clothing,136,Mississippi,L,Olive,Spring,4,TRUE,2-Day Shipping,TRUE,TRUE,50,Credit Card,Annually
641,53,Male,Skirt,Clothing,127,Minnesota,M,Gray,Summer,4.4,TRUE,Store Pickup,TRUE,TRUE,28,Debit Card,Fortnightly
642,47,Male,Blouse,Clothing,34,Alaska,M,Red,Winter,3.9,TRUE,2-Day Shipping,TRUE,TRUE,23,Credit Card,Every 3 Months
643,64,Male,Skirt,Clothing,63,Arkansas,L,Red,Spring,2.8,TRUE,2-Day Shipping,TRUE,TRUE,14,Debit Card,Bi-Weekly
644,18,Male,Sweater,Clothing,211,Oregon,XL,Green,Winter,3.2,TRUE,Next Day Air,TRUE,TRUE,10,Bank Transfer,Every 3 Months
645,68,Male,Backpack,Accessories,47,Louisiana,S,Blue,Summer,4.3,TRUE,Next Day Air,TRUE,TRUE,37,Cash,Weekly
646,62,Male,Hoodie,Clothing,27,Oklahoma,S,Purple,Summer,4.2,TRUE,Express,TRUE,TRUE,15,Venmo,Bi-Weekly
647,51,Male,Boots,Footwear,162,Indiana,XL,Pink,Spring,4.9,TRUE,Standard,TRUE,TRUE,19,Venmo,Bi-Weekly
648,54,Male,Blouse,Clothing,171,Mississippi,XL,Charcoal,Summer,3.7,TRUE,Express,TRUE,TRUE,23,Credit Card,Fortnightly
649,22,Male,Hoodie,Clothing,96,Michigan,M,Brown,Winter,4.1,TRUE,Store Pickup,TRUE,TRUE,35,Credit Card,Weekly
650,53,Male,Pants,Clothing,81,Delaware,L,Orange,Spring,4.2,TRUE,Store Pickup,TRUE,TRUE,33,PayPal,Every 3 Months
651,34,Male,Gloves,Accessories,120,Florida,M,Magenta,Spring,3.9,TRUE,Next Day Air,TRUE,TRUE,12,Bank Transfer,Annually
652,32,Male,Hat,Accessories,145,Arkansas,L,Yellow,Summer,2.9,TRUE,Next Day Air,TRUE,TRUE,41,Venmo,Fortnightly
653,64,Male,Sunglasses,Accessories,54,Minnesota,M,Beige,Winter,3.1,TRUE,Free Shipping,TRUE,TRUE,27,Venmo,Weekly
654,20,Male,Scarf,Accessories,156,North Dakota,M,Olive,Winter,3.6,TRUE,2-Day Shipping,TRUE,TRUE,45,Cash,Fortnightly
655,24,Male,Handbag,Accessories,203,California,L,Gray,Summer,4.4,TRUE,2-Day Shipping,TRUE,TRUE,23,Venmo,Annually
656,20,Male,Handbag,Accessories,214,Mississippi,S,Purple,Fall,3.1,TRUE,Free Shipping,TRUE,TRUE,19,Venmo,Monthly
657,42,Male,Jeans,Clothing,31,Pennsylvania,M,Beige,Summer,3.9,TRUE,Standard,TRUE,TRUE,6,PayPal,Quarterly
658,48,Male,Jacket,Outerwear,92,Arizona,M,White,Winter,4.3,TRUE,Free Shipping,TRUE,TRUE,6,PayPal,Quarterly
659,62,Male,Backpack,Accessories,61,Louisiana,S,White,Fall,4.9,TRUE,Store Pickup,TRUE,TRUE,20,Venmo,Weekly
660,62,Male,Shorts,Clothing,62,Virginia,S,Gold,Spring,3.6,TRUE,2-Day Shipping,TRUE,TRUE,8,Cash,Weekly
661,50,Male,Coat,Outerwear,142,Montana,M,Olive,Fall,5,TRUE,2-Day Shipping,TRUE,TRUE,39,Credit Card,Quarterly
662,57,Male,Shirt,Clothing,33,Iowa,XL,Green,Fall,4.1,TRUE,Store Pickup,TRUE,TRUE,39,Credit Card,Quarterly
663,24,Male,Gloves,Accessories,107,Illinois,L,Magenta,Fall,2.8,TRUE,Express,TRUE,TRUE,39,Venmo,Bi-Weekly
664,59,Male,Dress,Clothing,96,Alaska,M,Charcoal,Fall,4.7,TRUE,Express,TRUE,TRUE,23,Credit Card,Monthly
665,63,Male,Pants,Clothing,47,Colorado,M,Indigo,Winter,4.4,TRUE,Express,TRUE,TRUE,41,PayPal,Bi-Weekly
666,41,Male,Pants,Clothing,111,New Mexico,M,Peach,Spring,4.9,TRUE,2-Day Shipping,TRUE,TRUE,50,Credit Card,Annually
667,35,Male,Hoodie,Clothing,147,Colorado,L,Turquoise,Winter,3.1,TRUE,Free Shipping,TRUE,TRUE,30,Debit Card,Quarterly
668,34,Male,Sunglasses,Accessories,53,Arizona,S,Blue,Winter,2.6,TRUE,Standard,TRUE,TRUE,32,Bank Transfer,Quarterly
669,49,Male,T-shirt,Clothing,58,Hawaii,S,Turquoise,Fall,2.9,TRUE,Express,TRUE,TRUE,35,Bank Transfer,Monthly
670,43,Male,Jacket,Outerwear,82,Illinois,M,Gray,Spring,3.3,TRUE,Free Shipping,TRUE,TRUE,45,Venmo,Bi-Weekly
671,63,Male,Sweater,Clothing,39,Louisiana,XL,Purple,Spring,4.8,TRUE,Next Day Air,TRUE,TRUE,37,Cash,Bi-Weekly
672,38,Male,Jacket,Outerwear,40,Iowa,L,Black,Winter,4.7,TRUE,Express,TRUE,TRUE,45,Cash,Weekly
673,59,Male,Socks,Clothing,95,Washington,M,Peach,Winter,3.3,TRUE,2-Day Shipping,TRUE,TRUE,29,Cash,Quarterly
674,35,Male,Shirt,Clothing,51,Oklahoma,M,Indigo,Spring,4.2,TRUE,Free Shipping,TRUE,TRUE,27,Venmo,Bi-Weekly
675,48,Male,Jewelry,Accessories,39,Washington,XL,Beige,Winter,4.7,TRUE,Store Pickup,TRUE,TRUE,36,Bank Transfer,Annually
676,64,Male,Sunglasses,Accessories,70,Arkansas,M,Yellow,Spring,2.6,TRUE,2-Day Shipping,TRUE,TRUE,9,Cash,Annually
677,28,Male,Pants,Clothing,107,Connecticut,M,Peach,Winter,2.9,TRUE,2-Day Shipping,TRUE,TRUE,38,Venmo,Bi-Weekly
678,60,Male,Socks,Clothing,60,Washington,S,Turquoise,Summer,2.7,TRUE,Express,TRUE,TRUE,41,PayPal,Annually
679,27,Male,Blouse,Clothing,73,Maine,M,Teal,Fall,3.3,TRUE,Store Pickup,TRUE,TRUE,25,Debit Card,Every 3 Months
680,56,Male,Sandals,Footwear,38,Michigan,M,Turquoise,Fall,3.4,TRUE,Express,TRUE,TRUE,37,Venmo,Fortnightly
681,58,Male,Sneakers,Footwear,82,Tennessee,M,Magenta,Spring,4.2,TRUE,Express,TRUE,TRUE,3,PayPal,Annually
682,30,Male,Shirt,Clothing,116,Louisiana,XL,Purple,Winter,3.8,TRUE,2-Day Shipping,TRUE,TRUE,24,Credit Card,Every 3 Months
683,23,Male,Jacket,Outerwear,189,Missouri,M,Brown,Summer,4,TRUE,Standard,TRUE,TRUE,49,Credit Card,Bi-Weekly
684,33,Male,Sandals,Footwear,27,Michigan,S,Violet,Winter,2.7,TRUE,Free Shipping,TRUE,TRUE,3,Bank Transfer,Monthly
685,63,Male,Hat,Accessories,83,Alabama,M,Yellow,Summer,4.7,TRUE,Express,TRUE,TRUE,42,Debit Card,Monthly
686,70,Male,Blouse,Clothing,28,Massachusetts,XL,Magenta,Winter,3.5,TRUE,Standard,TRUE,TRUE,32,Cash,Fortnightly
687,70,Male,Sweater,Clothing,82,Indiana,L,Beige,Fall,3,TRUE,2-Day Shipping,TRUE,TRUE,33,Venmo,Fortnightly
688,19,Male,Gloves,Accessories,158,West Virginia,XL,Turquoise,Winter,3.3,TRUE,Free Shipping,TRUE,TRUE,46,Bank Transfer,Quarterly
689,25,Male,Scarf,Accessories,119,Michigan,S,Peach,Summer,4.7,TRUE,Store Pickup,TRUE,TRUE,44,Venmo,Monthly
690,19,Male,Hoodie,Clothing,185,Pennsylvania,M,Orange,Summer,4.7,TRUE,Express,TRUE,TRUE,35,Credit Card,Every 3 Months
691,25,Male,Shorts,Clothing,127,Alaska,XL,Red,Spring,4.8,TRUE,Standard,TRUE,TRUE,45,Bank Transfer,Weekly
692,60,Male,Backpack,Accessories,97,Massachusetts,L,Silver,Summer,2.9,TRUE,Standard,TRUE,TRUE,37,PayPal,Bi-Weekly
693,35,Male,Sunglasses,Accessories,70,North Dakota,M,Cyan,Spring,4,TRUE,2-Day Shipping,TRUE,TRUE,40,Debit Card,Every 3 Months
694,46,Male,Shorts,Clothing,134,Vermont,L,Turquoise,Spring,3.1,TRUE,Free Shipping,TRUE,TRUE,30,Cash,Every 3 Months
695,41,Male,Dress,Clothing,148,Kentucky,S,Charcoal,Fall,3.5,TRUE,2-Day Shipping,TRUE,TRUE,38,Venmo,Every 3 Months
696,30,Male,Shorts,Clothing,36,Nevada,XL,Peach,Summer,3.7,TRUE,Next Day Air,TRUE,TRUE,15,Debit Card,Every 3 Months
697,44,Male,Belt,Accessories,96,Utah,L,Green,Fall,2.8,TRUE,Standard,TRUE,TRUE,49,Cash,Monthly
698,61,Male,Scarf,Accessories,100,North Dakota,XL,Brown,Summer,4.6,TRUE,Free Shipping,TRUE,TRUE,40,Debit Card,Quarterly
699,55,Male,Boots,Footwear,49,Iowa,M,Yellow,Winter,3.8,TRUE,Standard,TRUE,TRUE,40,Debit Card,Weekly
700,50,Male,Handbag,Accessories,132,Connecticut,M,Charcoal,Fall,2.6,TRUE,2-Day Shipping,TRUE,TRUE,5,PayPal,Weekly
701,57,Male,Pants,Clothing,55,Wisconsin,L,Olive,Winter,4.1,TRUE,Standard,TRUE,TRUE,5,PayPal,Monthly
702,51,Male,Boots,Footwear,170,Idaho,L,Red,Fall,3.3,TRUE,Next Day Air,TRUE,TRUE,5,Debit Card,Every 3 Months
703,18,Male,Shirt,Clothing,214,Montana,M,White,Winter,3.4,TRUE,Store Pickup,TRUE,TRUE,1,Cash,Weekly
704,63,Male,Dress,Clothing,26,Connecticut,L,Pink,Summer,3,TRUE,Standard,TRUE,TRUE,21,Venmo,Weekly
705,34,Male,Hoodie,Clothing,127,Idaho,S,Black,Spring,3.2,TRUE,Express,TRUE,TRUE,18,PayPal,Annually
706,25,Male,Pants,Clothing,40,Arkansas,XL,Indigo,Summer,4.5,TRUE,Free Shipping,TRUE,TRUE,49,Cash,Quarterly
707,46,Male,Jeans,Clothing,117,Iowa,L,Turquoise,Summer,4.8,TRUE,Express,TRUE,TRUE,27,Debit Card,Weekly
708,59,Male,Shirt,Clothing,68,Louisiana,L,Purple,Spring,3.7,TRUE,Next Day Air,TRUE,TRUE,21,Venmo,Annually
709,37,Male,Backpack,Accessories,53,Kentucky,L,Beige,Summer,3.4,TRUE,Store Pickup,TRUE,TRUE,19,Cash,Fortnightly
710,49,Male,Jacket,Outerwear,116,Massachusetts,L,Charcoal,Summer,4.6,TRUE,Standard,TRUE,TRUE,23,Debit Card,Monthly
711,22,Male,Scarf,Accessories,174,Virginia,L,Turquoise,Spring,4.1,TRUE,Standard,TRUE,TRUE,26,PayPal,Fortnightly
712,64,Male,Boots,Footwear,78,New Hampshire,M,Maroon,Spring,3.5,TRUE,2-Day Shipping,TRUE,TRUE,13,Bank Transfer,Bi-Weekly
713,42,Male,Blouse,Clothing,54,New Hampshire,XL,Black,Summer,3.8,TRUE,Next Day Air,TRUE,TRUE,36,Bank Transfer,Quarterly
714,37,Male,Hoodie,Clothing,129,Oregon,M,Lavender,Summer,2.6,TRUE,Express,TRUE,TRUE,39,Bank Transfer,Bi-Weekly
715,26,Male,Jacket,Outerwear,81,South Dakota,M,Magenta,Fall,4.4,TRUE,Store Pickup,TRUE,TRUE,40,Debit Card,Fortnightly
716,33,Male,Jeans,Clothing,92,Delaware,L,Green,Spring,2.6,TRUE,Express,TRUE,TRUE,37,Debit Card,Quarterly
717,30,Male,Jewelry,Accessories,59,Missouri,M,Olive,Spring,3.6,TRUE,Express,TRUE,TRUE,9,Venmo,Bi-Weekly
718,21,Male,Socks,Clothing,116,Alaska,L,Green,Spring,4.2,TRUE,Express,TRUE,TRUE,7,Venmo,Every 3 Months
719,22,Male,Shirt,Clothing,117,Florida,M,Peach,Summer,4.6,TRUE,Standard,TRUE,TRUE,25,Bank Transfer,Annually
720,63,Male,Shorts,Clothing,46,Mississippi,L,Turquoise,Summer,3.3,TRUE,Next Day Air,TRUE,TRUE,42,Venmo,Bi-Weekly
721,33,Male,Jewelry,Accessories,62,New Mexico,L,Orange,Fall,3.4,TRUE,Free Shipping,TRUE,TRUE,19,Debit Card,Weekly
722,43,Male,Blouse,Clothing,109,California,L,Silver,Summer,4.4,TRUE,Next Day Air,TRUE,TRUE,41,Debit Card,Every 3 Months
723,27,Male,Sweater,Clothing,71,Wyoming,S,Blue,Summer,4.3,TRUE,Store Pickup,TRUE,TRUE,50,Cash,Bi-Weekly
724,35,Male,Jewelry,Accessories,80,Missouri,L,Cyan,Fall,3.5,TRUE,Express,TRUE,TRUE,43,PayPal,Monthly
725,37,Male,T-shirt,Clothing,112,New Hampshire,XL,Green,Fall,4.7,TRUE,Store Pickup,TRUE,TRUE,36,Venmo,Every 3 Months
726,61,Male,Hat,Accessories,69,Texas,L,Silver,Winter,3.1,TRUE,Standard,TRUE,TRUE,33,Debit Card,Fortnightly
727,32,Male,Shorts,Clothing,160,North Dakota,L,Yellow,Summer,3.6,TRUE,Next Day Air,TRUE,TRUE,20,Bank Transfer,Every 3 Months
728,62,Male,Sweater,Clothing,30,Arkansas,S,Gray,Winter,4.8,TRUE,Next Day Air,TRUE,TRUE,37,Venmo,Every 3 Months
729,29,Male,Jeans,Clothing,123,Nebraska,M,Pink,Winter,3.7,TRUE,Next Day Air,TRUE,TRUE,12,PayPal,Every 3 Months
730,41,Male,Sunglasses,Accessories,171,Minnesota,L,Beige,Summer,3.2,TRUE,Express,TRUE,TRUE,46,PayPal,Every 3 Months
731,48,Male,Boots,Footwear,115,Massachusetts,M,Indigo,Summer,3.9,TRUE,Standard,TRUE,TRUE,28,Venmo,Fortnightly
732,43,Male,Coat,Outerwear,117,Arkansas,M,Red,Spring,3.5,TRUE,Free Shipping,TRUE,TRUE,30,PayPal,Fortnightly
733,34,Male,Shirt,Clothing,41,New Hampshire,L,Blue,Spring,2.8,TRUE,Express,TRUE,TRUE,28,Cash,Bi-Weekly
734,45,Male,Dress,Clothing,74,Rhode Island,L,Cyan,Fall,2.7,TRUE,2-Day Shipping,TRUE,TRUE,20,Debit Card,Bi-Weekly
735,65,Male,Shirt,Clothing,53,New Jersey,S,Violet,Winter,3.1,TRUE,Express,TRUE,TRUE,39,Bank Transfer,Every 3 Months
736,61,Male,Sunglasses,Accessories,72,Montana,M,Orange,Fall,3.6,TRUE,2-Day Shipping,TRUE,TRUE,48,Cash,Bi-Weekly
737,18,Male,Dress,Clothing,221,Colorado,L,Maroon,Spring,2.9,TRUE,2-Day Shipping,TRUE,TRUE,32,Credit Card,Every 3 Months
738,47,Male,Sunglasses,Accessories,25,Nebraska,M,Teal,Spring,3.6,TRUE,Store Pickup,TRUE,TRUE,28,PayPal,Annually
739,56,Male,Sunglasses,Accessories,91,Minnesota,L,Orange,Winter,3.5,TRUE,2-Day Shipping,TRUE,TRUE,27,Venmo,Quarterly
740,64,Male,Shorts,Clothing,75,Minnesota,S,Purple,Summer,3.5,TRUE,Free Shipping,TRUE,TRUE,26,Venmo,Bi-Weekly
741,26,Male,Jeans,Clothing,156,South Dakota,M,Orange,Summer,2.8,TRUE,Next Day Air,TRUE,TRUE,22,Credit Card,Fortnightly
742,22,Male,T-shirt,Clothing,213,West Virginia,XL,Yellow,Summer,4.7,TRUE,Free Shipping,TRUE,TRUE,23,Bank Transfer,Every 3 Months
743,64,Male,Pants,Clothing,54,Nevada,M,Charcoal,Summer,3.1,TRUE,Express,TRUE,TRUE,21,Debit Card,Quarterly
744,21,Male,Sunglasses,Accessories,92,North Carolina,L,Gray,Fall,4.9,TRUE,Free Shipping,TRUE,TRUE,36,Cash,Weekly
745,67,Male,Boots,Footwear,48,Illinois,S,Charcoal,Spring,4.1,TRUE,Next Day Air,TRUE,TRUE,42,Debit Card,Bi-Weekly
746,46,Male,T-shirt,Clothing,147,Michigan,L,Orange,Fall,4.7,TRUE,Standard,TRUE,TRUE,4,Venmo,Monthly
747,40,Male,Sandals,Footwear,61,Michigan,M,Red,Winter,2.5,TRUE,Free Shipping,TRUE,TRUE,47,Credit Card,Annually
748,51,Male,Shorts,Clothing,142,Oklahoma,L,Gold,Spring,4.4,TRUE,Next Day Air,TRUE,TRUE,13,Bank Transfer,Weekly
749,35,Male,Hat,Accessories,26,South Dakota,L,Brown,Fall,3.9,TRUE,Free Shipping,TRUE,TRUE,8,Bank Transfer,Quarterly
750,56,Male,Scarf,Accessories,88,Oklahoma,M,Olive,Winter,3.7,TRUE,Standard,TRUE,TRUE,11,Debit Card,Quarterly
751,25,Male,T-shirt,Clothing,153,Maryland,L,Violet,Fall,3.4,TRUE,Free Shipping,TRUE,TRUE,5,Venmo,Annually
752,65,Male,Gloves,Accessories,97,Ohio,L,Indigo,Fall,4.8,TRUE,Free Shipping,TRUE,TRUE,1,Credit Card,Monthly
753,39,Male,Scarf,Accessories,115,Ohio,L,Yellow,Fall,4.2,TRUE,2-Day Shipping,TRUE,TRUE,17,PayPal,Every 3 Months
754,47,Male,Boots,Footwear,155,Massachusetts,M,Teal,Fall,3.4,TRUE,Store Pickup,TRUE,TRUE,27,Venmo,Quarterly
755,36,Male,Gloves,Accessories,121,North Carolina,L,Pink,Spring,2.9,TRUE,Store Pickup,TRUE,TRUE,3,Debit Card,Quarterly
756,66,Male,Coat,Outerwear,115,Florida,M,Violet,Spring,3.3,TRUE,Free Shipping,TRUE,TRUE,22,PayPal,Weekly
757,62,Male,Belt,Accessories,32,Montana,S,Orange,Summer,4.8,TRUE,Standard,TRUE,TRUE,24,Cash,Fortnightly
758,41,Male,Hoodie,Clothing,158,Minnesota,M,Red,Fall,3.8,TRUE,Store Pickup,TRUE,TRUE,18,Debit Card,Quarterly
759,66,Male,Shoes,Footwear,169,Massachusetts,L,Peach,Summer,4.6,TRUE,2-Day Shipping,TRUE,TRUE,39,Bank Transfer,Every 3 Months
760,51,Male,Dress,Clothing,84,Rhode Island,XL,Green,Winter,2.6,TRUE,Next Day Air,TRUE,TRUE,25,Credit Card,Fortnightly
761,33,Male,Gloves,Accessories,120,Minnesota,XL,Violet,Fall,3.4,TRUE,Free Shipping,TRUE,TRUE,6,Cash,Annually
762,57,Male,Jewelry,Accessories,76,Nevada,L,Yellow,Fall,4.2,TRUE,Express,TRUE,TRUE,26,Bank Transfer,Weekly
763,45,Male,Belt,Accessories,147,New Mexico,M,Pink,Fall,3.9,TRUE,Standard,TRUE,TRUE,43,Debit Card,Fortnightly
764,61,Male,Sweater,Clothing,77,North Carolina,M,Brown,Spring,2.9,TRUE,2-Day Shipping,TRUE,TRUE,6,Credit Card,Monthly
765,55,Male,Skirt,Clothing,44,Virginia,XL,Silver,Fall,4.2,TRUE,Free Shipping,TRUE,TRUE,6,Debit Card,Quarterly
766,54,Male,Sneakers,Footwear,124,Alaska,M,Pink,Summer,3,TRUE,Store Pickup,TRUE,TRUE,13,Cash,Quarterly
767,57,Male,Gloves,Accessories,68,Nevada,M,Cyan,Winter,3.6,TRUE,Next Day Air,TRUE,TRUE,13,PayPal,Monthly
768,27,Male,Coat,Outerwear,41,Pennsylvania,M,Brown,Fall,2.5,TRUE,Next Day Air,TRUE,TRUE,11,Cash,Annually
769,64,Male,Backpack,Accessories,41,Illinois,XL,Red,Spring,2.6,TRUE,Express,TRUE,TRUE,45,Venmo,Weekly
770,52,Male,Socks,Clothing,144,Delaware,M,Silver,Spring,4.3,TRUE,Store Pickup,TRUE,TRUE,8,PayPal,Monthly
771,19,Male,Sneakers,Footwear,110,Vermont,M,Gray,Spring,3.3,TRUE,Express,TRUE,TRUE,8,Credit Card,Annually
772,22,Male,Sweater,Clothing,147,Hawaii,L,Cyan,Fall,2.6,TRUE,Next Day Air,TRUE,TRUE,34,Bank Transfer,Fortnightly
773,18,Male,Jeans,Clothing,108,Illinois,L,Teal,Fall,3.6,TRUE,Free Shipping,TRUE,TRUE,40,Debit Card,Bi-Weekly
774,29,Male,Hat,Accessories,122,California,L,Indigo,Winter,2.6,TRUE,Express,TRUE,TRUE,14,Debit Card,Bi-Weekly
775,42,Male,Hat,Accessories,58,Nevada,M,Yellow,Summer,3.5,TRUE,Standard,TRUE,TRUE,11,Credit Card,Quarterly
776,49,Male,Handbag,Accessories,120,Kentucky,S,Gold,Winter,3,TRUE,Store Pickup,TRUE,TRUE,8,PayPal,Monthly
777,49,Male,Shirt,Clothing,161,Alabama,M,Maroon,Spring,5,TRUE,Standard,TRUE,TRUE,8,Venmo,Every 3 Months
778,55,Male,Socks,Clothing,45,Wyoming,XL,Silver,Spring,2.5,TRUE,Express,TRUE,TRUE,37,Venmo,Weekly
779,29,Male,Socks,Clothing,55,Massachusetts,M,Yellow,Summer,2.9,TRUE,Store Pickup,TRUE,TRUE,23,Debit Card,Annually
780,60,Male,Dress,Clothing,48,Utah,M,Blue,Spring,4.6,TRUE,Express,TRUE,TRUE,38,Cash,Annually
781,34,Male,Shoes,Footwear,164,New York,M,Turquoise,Spring,3.6,TRUE,Free Shipping,TRUE,TRUE,38,Cash,Quarterly
782,30,Male,Scarf,Accessories,82,Vermont,L,Indigo,Winter,3,TRUE,Store Pickup,TRUE,TRUE,12,Credit Card,Fortnightly
783,28,Male,Hoodie,Clothing,51,Hawaii,M,Green,Summer,4.5,TRUE,Standard,TRUE,TRUE,15,Cash,Weekly
784,63,Male,T-shirt,Clothing,73,Louisiana,L,Purple,Winter,4.5,TRUE,Next Day Air,TRUE,TRUE,38,PayPal,Fortnightly
785,31,Male,Jeans,Clothing,124,Alabama,M,Peach,Winter,3.2,TRUE,Store Pickup,TRUE,TRUE,41,Bank Transfer,Every 3 Months
786,46,Male,Shorts,Clothing,100,Louisiana,S,Purple,Spring,4,TRUE,Next Day Air,TRUE,TRUE,37,PayPal,Fortnightly
787,70,Male,Hat,Accessories,25,Indiana,S,Teal,Winter,4.8,TRUE,Express,TRUE,TRUE,16,Bank Transfer,Every 3 Months
788,53,Male,Handbag,Accessories,71,Michigan,S,Green,Spring,3.7,TRUE,Free Shipping,TRUE,TRUE,25,Venmo,Weekly
789,50,Male,Pants,Clothing,83,Rhode Island,XL,Yellow,Summer,3.8,TRUE,Store Pickup,TRUE,TRUE,18,Bank Transfer,Quarterly
790,33,Male,Handbag,Accessories,87,Idaho,S,Purple,Fall,2.7,TRUE,Standard,TRUE,TRUE,4,Credit Card,Bi-Weekly
791,22,Male,Sweater,Clothing,172,Louisiana,M,Indigo,Summer,4.9,TRUE,Store Pickup,TRUE,TRUE,12,Bank Transfer,Quarterly
792,50,Male,Scarf,Accessories,50,North Carolina,S,Magenta,Summer,3.1,TRUE,2-Day Shipping,TRUE,TRUE,35,PayPal,Fortnightly
793,34,Male,Sneakers,Footwear,170,New Jersey,M,Violet,Spring,4.2,TRUE,Next Day Air,TRUE,TRUE,45,Venmo,Weekly
794,24,Male,Pants,Clothing,79,Alabama,L,Maroon,Summer,3.8,TRUE,Free Shipping,TRUE,TRUE,16,Credit Card,Monthly
795,69,Male,Backpack,Accessories,30,Kentucky,XL,Yellow,Winter,4.2,TRUE,Store Pickup,TRUE,TRUE,10,Debit Card,Fortnightly
796,39,Male,Sandals,Footwear,96,New York,M,Beige,Summer,4.6,TRUE,Store Pickup,TRUE,TRUE,34,Venmo,Annually
797,42,Male,Socks,Clothing,63,Arizona,XL,Black,Fall,4,TRUE,2-Day Shipping,TRUE,TRUE,43,Credit Card,Annually
798,42,Male,Coat,Outerwear,28,Maryland,M,Violet,Fall,4,TRUE,2-Day Shipping,TRUE,TRUE,38,Debit Card,Weekly
799,29,Male,Socks,Clothing,72,Alaska,M,Violet,Spring,3.8,TRUE,2-Day Shipping,TRUE,TRUE,48,PayPal,Every 3 Months
800,55,Male,Belt,Accessories,46,Nevada,L,Brown,Summer,3.3,TRUE,Free Shipping,TRUE,TRUE,31,PayPal,Annually
801,32,Male,Socks,Clothing,149,Utah,S,Gold,Summer,2.6,TRUE,Free Shipping,TRUE,TRUE,20,Cash,Every 3 Months
802,25,Male,Belt,Accessories,141,New Mexico,L,Blue,Fall,4.9,TRUE,Express,TRUE,TRUE,12,Credit Card,Fortnightly
803,38,Male,Pants,Clothing,28,Delaware,M,Teal,Winter,3.5,TRUE,Next Day Air,TRUE,TRUE,2,Bank Transfer,Weekly
804,32,Male,Shorts,Clothing,139,Connecticut,L,Silver,Winter,2.8,TRUE,Express,TRUE,TRUE,30,Venmo,Every 3 Months
805,43,Male,Boots,Footwear,166,Mississippi,M,Maroon,Summer,2.6,TRUE,Store Pickup,TRUE,TRUE,28,Venmo,Quarterly
806,41,Male,Dress,Clothing,92,Connecticut,L,White,Summer,3.7,TRUE,Next Day Air,TRUE,TRUE,40,Debit Card,Monthly
807,56,Male,Jeans,Clothing,63,Florida,L,Charcoal,Summer,2.7,TRUE,Standard,TRUE,TRUE,46,PayPal,Quarterly
808,27,Male,T-shirt,Clothing,49,New York,S,Brown,Winter,3.3,TRUE,Express,TRUE,TRUE,15,Credit Card,Weekly
809,46,Male,Shoes,Footwear,169,Wisconsin,L,Lavender,Fall,4.6,TRUE,Next Day Air,TRUE,TRUE,38,Cash,Every 3 Months
